activityName featureNames subjectID mean
WALKING tBodyAcc-Mean-Y 19 -0.0191773587903846
WALKING tBodyAcc-Mean-Y 20 -0.021199992245098
WALKING tBodyAcc-Mean-Y 21 -0.0181610317526923
WALKING tBodyAcc-Mean-Y 22 -0.0167213607957174
WALKING tBodyAcc-Mean-Y 23 -0.0183618711932203
WALKING tBodyAcc-Mean-Y 24 -0.0225446400534483
WALKING tBodyAcc-Mean-Y 25 -0.0186477624716216
WALKING tBodyAcc-Mean-Y 26 -0.0154259586949153
WALKING tBodyAcc-Mean-Y 27 -0.0166478783221912
WALKING tBodyAcc-Mean-Y 28 -0.0156759722981481
WALKING tBodyAcc-Mean-Y 29 -0.0162915600588679
WALKING tBodyAcc-Mean-Y 30 -0.0175880385730769
WALKING tBodyAcc-Mean-Z 1 -0.111148103547368
WALKING tBodyAcc-Mean-Z 2 -0.105500357966102
WALKING tBodyAcc-Mean-Z 3 -0.112674859827586
WALKING tBodyAcc-Mean-Z 4 -0.11140306485
WALKING tBodyAcc-Mean-Z 5 -0.107741776464286
WALKING tBodyAcc-Mean-Z 6 -0.110303165877193
WALKING tBodyAcc-Mean-Z 7 -0.110912234947368
WALKING tBodyAcc-Mean-Z 8 -0.107252090833333
WALKING tBodyAcc-Mean-Z 9 -0.110820512307692
WALKING tBodyAcc-Mean-Z 10 -0.109057512132075
WALKING tBodyAcc-Mean-Z 11 -0.106096304033898
WALKING tBodyAcc-Mean-Z 12 -0.10316110632
WALKING tBodyAcc-Mean-Z 13 -0.111431456192982
WALKING tBodyAcc-Mean-Z 14 -0.106756369135593
WALKING tBodyAcc-Mean-Z 15 -0.107621819518519
WALKING tBodyAcc-Mean-Z 16 -0.108804049803922
WALKING tBodyAcc-Mean-Z 17 -0.109792122032787
WALKING tBodyAcc-Mean-Z 18 -0.104218315464286
WALKING tBodyAcc-Mean-Z 19 -0.122736673192308
WALKING tBodyAcc-Mean-Z 20 -0.113539477098039
WALKING tBodyAcc-Mean-Z 21 -0.104319332403846
WALKING tBodyAcc-Mean-Z 22 -0.107112510934783
WALKING tBodyAcc-Mean-Z 23 -0.113382994084746
WALKING tBodyAcc-Mean-Z 24 -0.110595952913793
WALKING tBodyAcc-Mean-Z 25 -0.108737636297297
WALKING tBodyAcc-Mean-Z 26 -0.108927011474576
WALKING tBodyAcc-Mean-Z 27 -0.112822289263158
WALKING tBodyAcc-Mean-Z 28 -0.103714705396296
WALKING tBodyAcc-Mean-Z 29 -0.106632427301887
WALKING tBodyAcc-Mean-Z 30 -0.0986247068969231
WALKING tBodyAcc-Sd-X 1 -0.283740258842105
WALKING tBodyAcc-Sd-X 2 -0.423642838474576
WALKING tBodyAcc-Sd-X 3 -0.360356726034483
WALKING tBodyAcc-Sd-X 4 -0.440829971333333
WALKING tBodyAcc-Sd-X 5 -0.294098534232143
WALKING tBodyAcc-Sd-X 6 -0.296538717368421
WALKING tBodyAcc-Sd-X 7 -0.327243240701754
WALKING tBodyAcc-Sd-X 8 -0.173605736002083
WALKING tBodyAcc-Sd-X 9 -0.238353562692308
WALKING tBodyAcc-Sd-X 10 -0.178709734396226
WALKING tBodyAcc-Sd-X 11 -0.422842071864407
WALKING tBodyAcc-Sd-X 12 -0.128898533096
WALKING tBodyAcc-Sd-X 13 -0.346980394210526
WALKING tBodyAcc-Sd-X 14 -0.402639098135593
WALKING tBodyAcc-Sd-X 15 -0.327961801111111
WALKING tBodyAcc-Sd-X 16 -0.404692523921569
WALKING tBodyAcc-Sd-X 17 -0.31950017295082
WALKING tBodyAcc-Sd-X 18 -0.37600552125
WALKING tBodyAcc-Sd-X 19 -0.0489049407963462
WALKING tBodyAcc-Sd-X 20 -0.208342792019608
WALKING tBodyAcc-Sd-X 21 -0.297814843538462
WALKING tBodyAcc-Sd-X 22 -0.00865921919565217
WALKING tBodyAcc-Sd-X 23 -0.313521773389831
WALKING tBodyAcc-Sd-X 24 -0.47076236637931
WALKING tBodyAcc-Sd-X 25 -0.596007443513514
WALKING tBodyAcc-Sd-X 26 -0.340185527559322
WALKING tBodyAcc-Sd-X 27 -0.348475560526316
WALKING tBodyAcc-Sd-X 28 -0.293003522222222
WALKING tBodyAcc-Sd-X 29 -0.174337940226415
WALKING tBodyAcc-Sd-X 30 -0.346394275230769
WALKING tBodyAcc-Sd-Y 1 0.114461336747368
WALKING tBodyAcc-Sd-Y 2 -0.0780912533118644
WALKING tBodyAcc-Sd-Y 3 -0.0699140652103448
WALKING tBodyAcc-Sd-Y 4 -0.0788267367683333
WALKING tBodyAcc-Sd-Y 5 0.0767484028053571
WALKING tBodyAcc-Sd-Y 6 0.164213884996491
WALKING tBodyAcc-Sd-Y 7 -0.0772618561052631
WALKING tBodyAcc-Sd-Y 8 0.380782052708333
WALKING tBodyAcc-Sd-Y 9 -0.201696960826923
WALKING tBodyAcc-Sd-Y 10 -0.0227431651698113
WALKING tBodyAcc-Sd-Y 11 -0.0522120750440678
WALKING tBodyAcc-Sd-Y 12 -0.122783290008
WALKING tBodyAcc-Sd-Y 13 0.141866689392982
WALKING tBodyAcc-Sd-Y 14 -0.0536126686650847
WALKING tBodyAcc-Sd-Y 15 0.138912923691296
WALKING tBodyAcc-Sd-Y 16 -0.314569762352941
WALKING tBodyAcc-Sd-Y 17 -0.0175797885542623
WALKING tBodyAcc-Sd-Y 18 -0.227005874892857
WALKING tBodyAcc-Sd-Y 19 0.181801561185577
WALKING tBodyAcc-Sd-Y 20 0.489771808627451
WALKING tBodyAcc-Sd-Y 21 0.0540880509209615
WALKING tBodyAcc-Sd-Y 22 0.100384246321739
WALKING tBodyAcc-Sd-Y 23 -0.119020586510678
WALKING tBodyAcc-Sd-Y 24 -0.154127498163793
WALKING tBodyAcc-Sd-Y 25 -0.161852411581081
WALKING tBodyAcc-Sd-Y 26 -0.136351391645763
WALKING tBodyAcc-Sd-Y 27 -0.187301214964912
WALKING tBodyAcc-Sd-Y 28 -0.117886186425926
WALKING tBodyAcc-Sd-Y 29 -0.0917540612869811
WALKING tBodyAcc-Sd-Y 30 -0.173550021692308
WALKING tBodyAcc-Sd-Z 1 -0.260027902210526
WALKING tBodyAcc-Sd-Z 2 -0.425257524915254
WALKING tBodyAcc-Sd-Z 3 -0.387411994310345
WALKING tBodyAcc-Sd-Z 4 -0.586252806833333
WALKING tBodyAcc-Sd-Z 5 -0.45702143625
WALKING tBodyAcc-Sd-Z 6 -0.504324207192982
WALKING tBodyAcc-Sd-Z 7 0.159631283261403
WALKING tBodyAcc-Sd-Z 8 -0.1420885318125
WALKING tBodyAcc-Sd-Z 9 -0.0579636469030769
WALKING tBodyAcc-Sd-Z 10 -0.395645072075472
WALKING tBodyAcc-Sd-Z 11 -0.530626311355932
WALKING tBodyAcc-Sd-Z 12 -0.4106060626
WALKING tBodyAcc-Sd-Z 13 -0.220503537026316
WALKING tBodyAcc-Sd-Z 14 0.0518841040022034
WALKING tBodyAcc-Sd-Z 15 -0.518932634814815
WALKING tBodyAcc-Sd-Z 16 -0.159799790235294
WALKING tBodyAcc-Sd-Z 17 -0.265824489180328
WALKING tBodyAcc-Sd-Z 18 -0.428348061071429
WALKING tBodyAcc-Sd-Z 19 -0.13947794235
WALKING tBodyAcc-Sd-Z 20 -0.228734217372549
WALKING tBodyAcc-Sd-Z 21 -0.16868872575
WALKING tBodyAcc-Sd-Z 22 -0.213351968804348
WALKING tBodyAcc-Sd-Z 23 0.164220685383051
WALKING tBodyAcc-Sd-Z 24 -0.288840016206897
WALKING tBodyAcc-Sd-Z 25 -0.437133403243243
WALKING tBodyAcc-Sd-Z 26 -0.333486502542373
WALKING tBodyAcc-Sd-Z 27 -0.297318273508772
WALKING tBodyAcc-Sd-Z 28 -0.300928395925926
WALKING tBodyAcc-Sd-Z 29 -0.242828038264151
WALKING tBodyAcc-Sd-Z 30 -0.120476783907692
WALKING tGravityAcc-Mean-X 1 0.935223201473684
WALKING tGravityAcc-Mean-X 2 0.91301733338983
WALKING tGravityAcc-Mean-X 3 0.936506743275862
WALKING tGravityAcc-Mean-X 4 0.963999696833333
WALKING tGravityAcc-Mean-X 5 0.972624959821429
WALKING tGravityAcc-Mean-X 6 0.958067455087719
WALKING tGravityAcc-Mean-X 7 0.932566472280702
WALKING tGravityAcc-Mean-X 8 0.913586347916667
WALKING tGravityAcc-Mean-X 9 0.951867079615385
WALKING tGravityAcc-Mean-X 10 0.963092149811321
WALKING tGravityAcc-Mean-X 11 0.946468451355932
WALKING tGravityAcc-Mean-X 12 0.9668735148
WALKING tGravityAcc-Mean-X 13 0.910855709298246
WALKING tGravityAcc-Mean-X 14 0.802973961525424
WALKING tGravityAcc-Mean-X 15 0.951524391481481
WALKING tGravityAcc-Mean-X 16 0.925981326078431
WALKING tGravityAcc-Mean-X 17 0.92811236852459
WALKING tGravityAcc-Mean-X 18 0.92386524875
WALKING tGravityAcc-Mean-X 19 0.935222559230769
WALKING tGravityAcc-Mean-X 20 0.899965205686274
WALKING tGravityAcc-Mean-X 21 0.862524800961538
WALKING tGravityAcc-Mean-X 22 0.936096410434783
WALKING tGravityAcc-Mean-X 23 0.939809688644068
WALKING tGravityAcc-Mean-X 24 0.95970108137931
WALKING tGravityAcc-Mean-X 25 0.937483114459459
WALKING tGravityAcc-Mean-X 26 0.960647754576271
WALKING tGravityAcc-Mean-X 27 0.944759287368421
WALKING tGravityAcc-Mean-X 28 0.942930275555556
WALKING tGravityAcc-Mean-X 29 0.96237438509434
WALKING tGravityAcc-Mean-X 30 0.965217551076923
WALKING tGravityAcc-Mean-Y 1 -0.282165021263158
WALKING tGravityAcc-Mean-Y 2 -0.34660709
WALKING tGravityAcc-Mean-Y 3 -0.261986357931034
WALKING tGravityAcc-Mean-Y 4 -0.0858540265666667
WALKING tGravityAcc-Mean-Y 5 -0.100440285303571
WALKING tGravityAcc-Mean-Y 6 -0.214694852280702
WALKING tGravityAcc-Mean-Y 7 -0.159097003684211
WALKING tGravityAcc-Mean-Y 8 -0.217102194583333
WALKING tGravityAcc-Mean-Y 9 -0.0314341738730769
WALKING tGravityAcc-Mean-Y 10 -0.0838277013962264
WALKING tGravityAcc-Mean-Y 11 -0.212045870169492
WALKING tGravityAcc-Mean-Y 12 -0.1559834498
WALKING tGravityAcc-Mean-Y 13 -0.283658580877193
WALKING tGravityAcc-Mean-Y 14 -0.270314822881356
WALKING tGravityAcc-Mean-Y 15 -0.233918282592593
WALKING tGravityAcc-Mean-Y 16 -0.0668246472745098
WALKING tGravityAcc-Mean-Y 17 -0.179927382704918
WALKING tGravityAcc-Mean-Y 18 -0.254317085892857
WALKING tGravityAcc-Mean-Y 19 -0.2233381
WALKING tGravityAcc-Mean-Y 20 -0.344443913137255
WALKING tGravityAcc-Mean-Y 21 -0.370984549423077
WALKING tGravityAcc-Mean-Y 22 -0.259644937173913
WALKING tGravityAcc-Mean-Y 23 -0.16176137
WALKING tGravityAcc-Mean-Y 24 -0.115116241810345
WALKING tGravityAcc-Mean-Y 25 -0.127315870743243
WALKING tGravityAcc-Mean-Y 26 -0.133922185084746
WALKING tGravityAcc-Mean-Y 27 -0.187497034561404
WALKING tGravityAcc-Mean-Y 28 -0.229316151481481
WALKING tGravityAcc-Mean-Y 29 -0.127318078679245
WALKING tGravityAcc-Mean-Y 30 -0.157673823846154
WALKING tGravityAcc-Mean-Z 1 -0.068102864
WALKING tGravityAcc-Mean-Z 2 0.0847270871186441
WALKING tGravityAcc-Mean-Z 3 -0.138107866258621
WALKING tGravityAcc-Mean-Z 4 0.127764112666667
WALKING tGravityAcc-Mean-Z 5 0.00247623628392857
WALKING tGravityAcc-Mean-Z 6 0.0331888826842105
WALKING tGravityAcc-Mean-Z 7 -0.160846924029807
WALKING tGravityAcc-Mean-Z 8 -0.186267836962021
WALKING tGravityAcc-Mean-Z 9 -0.115856121080385
WALKING tGravityAcc-Mean-Z 10 0.0549276242264151
WALKING tGravityAcc-Mean-Z 11 0.134053215101695
WALKING tGravityAcc-Mean-Z 12 -0.03608428788
WALKING tGravityAcc-Mean-Z 13 -0.131299718666667
WALKING tGravityAcc-Mean-Z 14 -0.422495268474576
WALKING tGravityAcc-Mean-Z 15 0.0757356734814815
WALKING tGravityAcc-Mean-Z 16 -0.217351194313725
WALKING tGravityAcc-Mean-Z 17 -0.190265949622951
WALKING tGravityAcc-Mean-Z 18 -0.0609313415892857
WALKING tGravityAcc-Mean-Z 19 -0.0898428797307692
WALKING tGravityAcc-Mean-Z 20 -0.035130214
WALKING tGravityAcc-Mean-Z 21 -0.220947960192308
WALKING tGravityAcc-Mean-Z 22 0.0233780056086957
WALKING tGravityAcc-Mean-Z 23 -0.160763360338983
WALKING tGravityAcc-Mean-Z 24 -0.140910029827586
WALKING tGravityAcc-Mean-Z 25 0.188416273486486
WALKING tGravityAcc-Mean-Z 26 0.108738699508475
WALKING tGravityAcc-Mean-Z 27 -0.126210937305263
WALKING tGravityAcc-Mean-Z 28 -0.125912861222222
WALKING tGravityAcc-Mean-Z 29 0.0955792142264151
WALKING tGravityAcc-Mean-Z 30 -0.00392556384476923
WALKING tGravityAcc-Sd-X 1 -0.976609642526316
WALKING tGravityAcc-Sd-X 2 -0.972693201355932
WALKING tGravityAcc-Sd-X 3 -0.97777159137931
WALKING tGravityAcc-Sd-X 4 -0.983826494833333
WALKING tGravityAcc-Sd-X 5 -0.979348381428571
WALKING tGravityAcc-Sd-X 6 -0.977779896491228
WALKING tGravityAcc-Sd-X 7 -0.979851271403509
WALKING tGravityAcc-Sd-X 8 -0.974752050208333
WALKING tGravityAcc-Sd-X 9 -0.980971973653846
WALKING tGravityAcc-Sd-X 10 -0.974435158113208
WALKING tGravityAcc-Sd-X 11 -0.98110101440678
WALKING tGravityAcc-Sd-X 12 -0.97911312
WALKING tGravityAcc-Sd-X 13 -0.97254492245614
WALKING tGravityAcc-Sd-X 14 -0.974816884237288
WALKING tGravityAcc-Sd-X 15 -0.978397287962963
WALKING tGravityAcc-Sd-X 16 -0.982469595490196
WALKING tGravityAcc-Sd-X 17 -0.980983351639344
WALKING tGravityAcc-Sd-X 18 -0.983010882678571
WALKING tGravityAcc-Sd-X 19 -0.9698614625
WALKING tGravityAcc-Sd-X 20 -0.970327266470588
WALKING tGravityAcc-Sd-X 21 -0.969576355384615
WALKING tGravityAcc-Sd-X 22 -0.969643448043478
WALKING tGravityAcc-Sd-X 23 -0.977230903898305
WALKING tGravityAcc-Sd-X 24 -0.983132400344828
WALKING tGravityAcc-Sd-X 25 -0.979499263243243
WALKING tGravityAcc-Sd-X 26 -0.980055651016949
WALKING tGravityAcc-Sd-X 27 -0.979866136842105
WALKING tGravityAcc-Sd-X 28 -0.976693902592593
WALKING tGravityAcc-Sd-X 29 -0.978253538867925
WALKING tGravityAcc-Sd-X 30 -0.979752466923077
WALKING tGravityAcc-Sd-Y 1 -0.971305961473684
WALKING tGravityAcc-Sd-Y 2 -0.972116879661017
WALKING tGravityAcc-Sd-Y 3 -0.962355639482759
WALKING tGravityAcc-Sd-Y 4 -0.967963221
WALKING tGravityAcc-Sd-Y 5 -0.961585474821429
WALKING tGravityAcc-Sd-Y 6 -0.964248568070175
WALKING tGravityAcc-Sd-Y 7 -0.969404155087719
WALKING tGravityAcc-Sd-Y 8 -0.956781505625
WALKING tGravityAcc-Sd-Y 9 -0.971242423076923
WALKING tGravityAcc-Sd-Y 10 -0.971114719811321
WALKING tGravityAcc-Sd-Y 11 -0.966240553559322
WALKING tGravityAcc-Sd-Y 12 -0.9646191738
WALKING tGravityAcc-Sd-Y 13 -0.960899845614035
WALKING tGravityAcc-Sd-Y 14 -0.954455935762712
WALKING tGravityAcc-Sd-Y 15 -0.971056501481481
WALKING tGravityAcc-Sd-Y 16 -0.973784841960784
WALKING tGravityAcc-Sd-Y 17 -0.968613202622951
WALKING tGravityAcc-Sd-Y 18 -0.975311658928571
WALKING tGravityAcc-Sd-Y 19 -0.958651200384615
WALKING tGravityAcc-Sd-Y 20 -0.962003383529412
WALKING tGravityAcc-Sd-Y 21 -0.964144520576923
WALKING tGravityAcc-Sd-Y 22 -0.963639340217391
WALKING tGravityAcc-Sd-Y 23 -0.966550706949153
WALKING tGravityAcc-Sd-Y 24 -0.962578844310345
WALKING tGravityAcc-Sd-Y 25 -0.965093441081081
WALKING tGravityAcc-Sd-Y 26 -0.969040314237288
WALKING tGravityAcc-Sd-Y 27 -0.973792999824561
WALKING tGravityAcc-Sd-Y 28 -0.968780859814815
WALKING tGravityAcc-Sd-Y 29 -0.975272848113208
WALKING tGravityAcc-Sd-Y 30 -0.970176562153846
WALKING tGravityAcc-Sd-Z 1 -0.947717226105263
WALKING tGravityAcc-Sd-Z 2 -0.972072847627119
WALKING tGravityAcc-Sd-Z 3 -0.952091795
WALKING tGravityAcc-Sd-Z 4 -0.962968112
WALKING tGravityAcc-Sd-Z 5 -0.964580803928571
WALKING tGravityAcc-Sd-Z 6 -0.957205025789474
WALKING tGravityAcc-Sd-Z 7 -0.952159770526316
WALKING tGravityAcc-Sd-Z 8 -0.956640104791667
WALKING tGravityAcc-Sd-Z 9 -0.955523995576923
WALKING tGravityAcc-Sd-Z 10 -0.957862728301887
WALKING tGravityAcc-Sd-Z 11 -0.960852684067797
WALKING tGravityAcc-Sd-Z 12 -0.9502762272
WALKING tGravityAcc-Sd-Z 13 -0.948637587719298
WALKING tGravityAcc-Sd-Z 14 -0.947516969830508
WALKING tGravityAcc-Sd-Z 15 -0.95805876537037
WALKING tGravityAcc-Sd-Z 16 -0.961387254313726
WALKING tGravityAcc-Sd-Z 17 -0.956903248196721
WALKING tGravityAcc-Sd-Z 18 -0.97248384875
WALKING tGravityAcc-Sd-Z 19 -0.929187930961539
WALKING tGravityAcc-Sd-Z 20 -0.953850439607843
WALKING tGravityAcc-Sd-Z 21 -0.974939388076923
WALKING tGravityAcc-Sd-Z 22 -0.955147847391304
WALKING tGravityAcc-Sd-Z 23 -0.932981341864407
WALKING tGravityAcc-Sd-Z 24 -0.962822966551724
WALKING tGravityAcc-Sd-Z 25 -0.944995731216216
WALKING tGravityAcc-Sd-Z 26 -0.966231561694915
WALKING tGravityAcc-Sd-Z 27 -0.956593490526316
WALKING tGravityAcc-Sd-Z 28 -0.944225031851852
WALKING tGravityAcc-Sd-Z 29 -0.945981437169811
WALKING tGravityAcc-Sd-Z 30 -0.943958420615385
WALKING tBodyAccJerk-Mean-X 1 0.0740416333157895
WALKING tBodyAccJerk-Mean-X 2 0.0618080696279661
WALKING tBodyAccJerk-Mean-X 3 0.0814745882660345
WALKING tBodyAccJerk-Mean-X 4 0.0783529082183333
WALKING tBodyAccJerk-Mean-X 5 0.0845888833571429
WALKING tBodyAccJerk-Mean-X 6 0.0699585876912281
WALKING tBodyAccJerk-Mean-X 7 0.0901462649192983
WALKING tBodyAccJerk-Mean-X 8 0.0703393490833333
WALKING tBodyAccJerk-Mean-X 9 0.0704357270480769
WALKING tBodyAccJerk-Mean-X 10 0.0857943809283019
WALKING tBodyAccJerk-Mean-X 11 0.0829709328491525
WALKING tBodyAccJerk-Mean-X 12 0.045764401482
WALKING tBodyAccJerk-Mean-X 13 0.0809590227198246
WALKING tBodyAccJerk-Mean-X 14 0.0720877913452542
WALKING tBodyAccJerk-Mean-X 15 0.0897770721666667
WALKING tBodyAccJerk-Mean-X 16 0.0770223771764706
WALKING tBodyAccJerk-Mean-X 17 0.0773188580032787
WALKING tBodyAccJerk-Mean-X 18 0.0767524278392857
WALKING tBodyAccJerk-Mean-X 19 0.0822246284461538
WALKING tBodyAccJerk-Mean-X 20 0.0841234323137255
WALKING tBodyAccJerk-Mean-X 21 0.0782251820211538
WALKING tBodyAccJerk-Mean-X 22 0.0627777634002174
WALKING tBodyAccJerk-Mean-X 23 0.0987319085964407
WALKING tBodyAccJerk-Mean-X 24 0.0731938975362069
WALKING tBodyAccJerk-Mean-X 25 0.0721720712281081
WALKING tBodyAccJerk-Mean-X 26 0.0652303740728813
WALKING tBodyAccJerk-Mean-X 27 0.0684331971807018
WALKING tBodyAccJerk-Mean-X 28 0.0931122231851852
WALKING tBodyAccJerk-Mean-X 29 0.0853743348528302
WALKING tBodyAccJerk-Mean-X 30 0.0688689970184615
WALKING tBodyAccJerk-Mean-Y 1 0.0282721095884211
WALKING tBodyAccJerk-Mean-Y 2 0.0182492679288136
WALKING tBodyAccJerk-Mean-Y 3 0.0100591485
WALKING tBodyAccJerk-Mean-Y 4 0.00295602428666667
WALKING tBodyAccJerk-Mean-Y 5 -0.0163194101232143
WALKING tBodyAccJerk-Mean-Y 6 -0.0164831715964912
WALKING tBodyAccJerk-Mean-Y 7 0.0184322723280702
WALKING tBodyAccJerk-Mean-Y 8 -0.00603947514583333
WALKING tBodyAccJerk-Mean-Y 9 0.0212255910017308
WALKING tBodyAccJerk-Mean-Y 10 0.00408248792641509
WALKING tBodyAccJerk-Mean-Y 11 0.0127682476559322
WALKING tBodyAccJerk-Mean-Y 12 0.0197766948336
WALKING tBodyAccJerk-Mean-Y 13 0.00308364501403509
WALKING tBodyAccJerk-Mean-Y 14 0.024116023559322
WALKING tBodyAccJerk-Mean-Y 15 0.00890588563518519
WALKING tBodyAccJerk-Mean-Y 16 0.00968444678235294
WALKING tBodyAccJerk-Mean-Y 17 0.0130098548360656
WALKING tBodyAccJerk-Mean-Y 18 0.0282745481892857
WALKING tBodyAccJerk-Mean-Y 19 0.0144113482019523
WALKING tBodyAccJerk-Mean-Y 20 -0.0210619558882353
WALKING tBodyAccJerk-Mean-Y 21 0.00235197553846154
WALKING tBodyAccJerk-Mean-Y 22 0.0356746339782609
WALKING tBodyAccJerk-Mean-Y 23 0.0148955926864407
WALKING tBodyAccJerk-Mean-Y 24 0.0121254591034483
WALKING tBodyAccJerk-Mean-Y 25 0.00351115201418919
WALKING tBodyAccJerk-Mean-Y 26 0.0196712144372881
WALKING tBodyAccJerk-Mean-Y 27 0.00161230290877193
WALKING tBodyAccJerk-Mean-Y 28 0.0226486602722222
WALKING tBodyAccJerk-Mean-Y 29 0.0223870454150943
WALKING tBodyAccJerk-Mean-Y 30 0.0219656545
WALKING tBodyAccJerk-Mean-Z 1 -0.00416840617789474
WALKING tBodyAccJerk-Mean-Z 2 0.00789533706610169
WALKING tBodyAccJerk-Mean-Z 3 -0.00562264594827586
WALKING tBodyAccJerk-Mean-Z 4 -0.000767679338333334
WALKING tBodyAccJerk-Mean-Z 5 8.32159351785732e-05
WALKING tBodyAccJerk-Mean-Z 6 -0.00738931200701754
WALKING tBodyAccJerk-Mean-Z 7 -0.0210398551649123
WALKING tBodyAccJerk-Mean-Z 8 -0.000673798876875
WALKING tBodyAccJerk-Mean-Z 9 0.00414762740192308
WALKING tBodyAccJerk-Mean-Z 10 -0.0162953195396226
WALKING tBodyAccJerk-Mean-Z 11 -0.013364827779661
WALKING tBodyAccJerk-Mean-Z 12 0.005025870328
WALKING tBodyAccJerk-Mean-Z 13 0.00597249011754386
WALKING tBodyAccJerk-Mean-Z 14 0.0199723036949153
WALKING tBodyAccJerk-Mean-Z 15 0.000658706162574074
WALKING tBodyAccJerk-Mean-Z 16 0.00360803282352941
WALKING tBodyAccJerk-Mean-Z 17 0.0243753334442623
WALKING tBodyAccJerk-Mean-Z 18 0.010685091
WALKING tBodyAccJerk-Mean-Z 19 -0.0327528722288462
WALKING tBodyAccJerk-Mean-Z 20 0.00634457223529412
WALKING tBodyAccJerk-Mean-Z 21 -0.0101813421307692
WALKING tBodyAccJerk-Mean-Z 22 0.00443691445434783
WALKING tBodyAccJerk-Mean-Z 23 -0.00190810641525424
WALKING tBodyAccJerk-Mean-Z 24 -0.0116401387758621
WALKING tBodyAccJerk-Mean-Z 25 -0.00335098680675676
WALKING tBodyAccJerk-Mean-Z 26 -0.00618305784355932
WALKING tBodyAccJerk-Mean-Z 27 -0.020752327245614
WALKING tBodyAccJerk-Mean-Z 28 -0.00762915201666667
WALKING tBodyAccJerk-Mean-Z 29 0.00941547304716981
WALKING tBodyAccJerk-Mean-Z 30 -0.00739534236
WALKING tBodyAccJerk-Sd-X 1 -0.113615602435789
WALKING tBodyAccJerk-Sd-X 2 -0.277530462620339
WALKING tBodyAccJerk-Sd-X 3 -0.26867964387931
WALKING tBodyAccJerk-Sd-X 4 -0.297042612533333
WALKING tBodyAccJerk-Sd-X 5 -0.302891024625
WALKING tBodyAccJerk-Sd-X 6 -0.132784766936842
WALKING tBodyAccJerk-Sd-X 7 -0.346026226140351
WALKING tBodyAccJerk-Sd-X 8 -0.2586886278125
WALKING tBodyAccJerk-Sd-X 9 -0.206733787961538
WALKING tBodyAccJerk-Sd-X 10 -0.0521991013207547
WALKING tBodyAccJerk-Sd-X 11 -0.428516343559322
WALKING tBodyAccJerk-Sd-X 12 -0.01350661106
WALKING tBodyAccJerk-Sd-X 13 -0.220910068015789
WALKING tBodyAccJerk-Sd-X 14 -0.454497019661017
WALKING tBodyAccJerk-Sd-X 15 -0.373217585
WALKING tBodyAccJerk-Sd-X 16 -0.396223738431373
